column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
324345  ,2008,1    ,6         ,7        ,1608.0 ,1556      ,1719.0 ,1718      ,EV           ,4203     ,N755EV ,71.0             ,82.0          ,54.0   ,1.0     ,12.0    ,GSO   ,ATL ,306     ,10.0  ,7.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324347  ,2008,1    ,8         ,2        ,1614.0 ,1556      ,1727.0 ,1718      ,EV           ,4203     ,N717EV ,73.0             ,82.0          ,58.0   ,9.0     ,18.0    ,GSO   ,ATL ,306     ,8.0   ,7.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324349  ,2008,1    ,10        ,4        ,1631.0 ,1556      ,1750.0 ,1718      ,EV           ,4203     ,N712EV ,79.0             ,82.0          ,60.0   ,32.0    ,35.0    ,GSO   ,ATL ,306     ,10.0  ,9.0    ,false    ,N               ,false   ,0.0         ,32.0        ,0.0     ,0.0          ,0.0              ,2008-01
324356  ,2008,1    ,17        ,4        ,1635.0 ,1556      ,1755.0 ,1718      ,EV           ,4203     ,N741EV ,80.0             ,82.0          ,63.0   ,37.0    ,39.0    ,GSO   ,ATL ,306     ,8.0   ,9.0    ,false    ,N               ,false   ,37.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324357  ,2008,1    ,18        ,5        ,1705.0 ,1556      ,1833.0 ,1720      ,EV           ,4203     ,N827AS ,88.0             ,84.0          ,58.0   ,73.0    ,69.0    ,GSO   ,ATL ,306     ,11.0  ,19.0   ,false    ,N               ,false   ,69.0        ,0.0         ,4.0     ,0.0          ,0.0              ,2008-01
324360  ,2008,1    ,21        ,1        ,1723.0 ,1556      ,1838.0 ,1718      ,EV           ,4203     ,N755EV ,75.0             ,82.0          ,60.0   ,80.0    ,87.0    ,GSO   ,ATL ,306     ,6.0   ,9.0    ,false    ,N               ,false   ,80.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25330   ,2008,1    ,10        ,4        ,1417.0 ,1410      ,1535.0 ,1535      ,WN           ,410      ,N370SW ,78.0             ,85.0          ,64.0   ,0.0     ,7.0     ,SMF   ,SAN ,480     ,5.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324361  ,2008,1    ,22        ,2        ,1605.0 ,1556      ,1737.0 ,1718      ,EV           ,4203     ,N708EV ,92.0             ,82.0          ,68.0   ,19.0    ,9.0     ,GSO   ,ATL ,306     ,9.0   ,15.0   ,false    ,N               ,false   ,9.0         ,0.0         ,10.0    ,0.0          ,0.0              ,2008-01
324362  ,2008,1    ,23        ,3        ,1705.0 ,1556      ,1820.0 ,1718      ,EV           ,4203     ,N724EV ,75.0             ,82.0          ,56.0   ,62.0    ,69.0    ,GSO   ,ATL ,306     ,9.0   ,10.0   ,false    ,N               ,false   ,62.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324363  ,2008,1    ,24        ,4        ,1603.0 ,1556      ,1726.0 ,1718      ,EV           ,4203     ,N707EV ,83.0             ,82.0          ,64.0   ,8.0     ,7.0     ,GSO   ,ATL ,306     ,5.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324364  ,2008,1    ,25        ,5        ,1700.0 ,1556      ,1820.0 ,1720      ,EV           ,4203     ,N837AS ,80.0             ,84.0          ,56.0   ,60.0    ,64.0    ,GSO   ,ATL ,306     ,15.0  ,9.0    ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,60.0             ,2008-01
324367  ,2008,1    ,28        ,1        ,1610.0 ,1556      ,1715.0 ,1718      ,EV           ,4203     ,N730EV ,65.0             ,82.0          ,52.0   ,-3.0    ,14.0    ,GSO   ,ATL ,306     ,5.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324371  ,2008,1    ,2         ,3        ,1002.0 ,947       ,1159.0 ,1145      ,EV           ,4204     ,N917EV ,117.0            ,118.0         ,97.0   ,14.0    ,15.0    ,ATL   ,ABE ,692     ,2.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324372  ,2008,1    ,3         ,4        ,1017.0 ,940       ,1226.0 ,1138      ,EV           ,4204     ,N924EV ,129.0            ,118.0         ,101.0  ,48.0    ,37.0    ,ATL   ,ABE ,692     ,4.0   ,24.0   ,false    ,N               ,false   ,37.0        ,0.0         ,11.0    ,0.0          ,0.0              ,2008-01
324374  ,2008,1    ,6         ,7        ,1000.0 ,940       ,1149.0 ,1138      ,EV           ,4204     ,N851AS ,109.0            ,118.0         ,93.0   ,11.0    ,20.0    ,ATL   ,ABE ,692     ,4.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324375  ,2008,1    ,7         ,1        ,1044.0 ,940       ,1233.0 ,1138      ,EV           ,4204     ,N886AS ,109.0            ,118.0         ,94.0   ,55.0    ,64.0    ,ATL   ,ABE ,692     ,4.0   ,11.0   ,false    ,N               ,false   ,55.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324378  ,2008,1    ,13        ,7        ,947.0  ,940       ,1132.0 ,1138      ,EV           ,4204     ,N844AS ,105.0            ,118.0         ,84.0   ,-6.0    ,7.0     ,ATL   ,ABE ,692     ,3.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25332   ,2008,1    ,10        ,4        ,755.0  ,735       ,916.0  ,900       ,WN           ,764      ,N363SW ,81.0             ,85.0          ,71.0   ,16.0    ,20.0    ,SMF   ,SAN ,480     ,2.0   ,8.0    ,false    ,N               ,false   ,16.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324381  ,2008,1    ,18        ,5        ,951.0  ,940       ,1145.0 ,1138      ,EV           ,4204     ,N876AS ,114.0            ,118.0         ,80.0   ,7.0     ,11.0    ,ATL   ,ABE ,692     ,4.0   ,30.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324387  ,2008,1    ,27        ,7        ,946.0  ,940       ,1151.0 ,1138      ,EV           ,4204     ,N840AS ,125.0            ,118.0         ,99.0   ,13.0    ,6.0     ,ATL   ,ABE ,692     ,3.0   ,23.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324390  ,2008,1    ,30        ,3        ,1131.0 ,940       ,1322.0 ,1138      ,EV           ,4204     ,N859AS ,111.0            ,118.0         ,90.0   ,104.0   ,111.0   ,ATL   ,ABE ,692     ,2.0   ,19.0   ,false    ,N               ,false   ,104.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324391  ,2008,1    ,31        ,4        ,955.0  ,940       ,1149.0 ,1138      ,EV           ,4204     ,N932EV ,114.0            ,118.0         ,86.0   ,11.0    ,15.0    ,ATL   ,ABE ,692     ,4.0   ,24.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324393  ,2008,1    ,3         ,4        ,1752.0 ,1720      ,1956.0 ,1943      ,EV           ,4206     ,N847AS ,124.0            ,143.0         ,94.0   ,13.0    ,32.0    ,ABE   ,ATL ,692     ,21.0  ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324395  ,2008,1    ,6         ,7        ,1804.0 ,1720      ,2005.0 ,1943      ,EV           ,4206     ,N923EV ,121.0            ,143.0         ,101.0  ,22.0    ,44.0    ,ABE   ,ATL ,692     ,8.0   ,12.0   ,false    ,N               ,false   ,22.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324396  ,2008,1    ,7         ,1        ,1930.0 ,1720      ,2135.0 ,1943      ,EV           ,4206     ,N921EV ,125.0            ,143.0         ,103.0  ,112.0   ,130.0   ,ABE   ,ATL ,692     ,12.0  ,10.0   ,false    ,N               ,false   ,112.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324402  ,2008,1    ,14        ,1        ,1739.0 ,1720      ,1949.0 ,1943      ,EV           ,4206     ,N824AS ,130.0            ,143.0         ,108.0  ,6.0     ,19.0    ,ABE   ,ATL ,692     ,8.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324405  ,2008,1    ,17        ,4        ,1831.0 ,1720      ,2146.0 ,1943      ,EV           ,4206     ,N825AS ,195.0            ,143.0         ,132.0  ,123.0   ,71.0    ,ABE   ,ATL ,692     ,15.0  ,48.0   ,false    ,N               ,false   ,0.0         ,71.0        ,52.0    ,0.0          ,0.0              ,2008-01
324411  ,2008,1    ,25        ,5        ,1745.0 ,1720      ,1956.0 ,1943      ,EV           ,4206     ,N832AS ,131.0            ,143.0         ,106.0  ,13.0    ,25.0    ,ABE   ,ATL ,692     ,10.0  ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25336   ,2008,1    ,10        ,4        ,2142.0 ,2130      ,2253.0 ,2255      ,WN           ,2467     ,N901WN ,71.0             ,85.0          ,61.0   ,-2.0    ,12.0    ,SMF   ,SAN ,480     ,2.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324412  ,2008,1    ,27        ,7        ,1733.0 ,1720      ,1932.0 ,1943      ,EV           ,4206     ,N881AS ,119.0            ,143.0         ,96.0   ,-11.0   ,13.0    ,ABE   ,ATL ,692     ,11.0  ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324414  ,2008,1    ,29        ,2        ,1727.0 ,1720      ,1956.0 ,1943      ,EV           ,4206     ,N859AS ,149.0            ,143.0         ,115.0  ,13.0    ,7.0     ,ABE   ,ATL ,692     ,19.0  ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324416  ,2008,1    ,31        ,4        ,1727.0 ,1720      ,2005.0 ,1943      ,EV           ,4206     ,N871AS ,158.0            ,143.0         ,130.0  ,22.0    ,7.0     ,ABE   ,ATL ,692     ,15.0  ,13.0   ,false    ,N               ,false   ,7.0         ,0.0         ,15.0    ,0.0          ,0.0              ,2008-01
324418  ,2008,1    ,1         ,2        ,1606.0 ,1555      ,1806.0 ,1741      ,EV           ,4207     ,N752EV ,120.0            ,106.0         ,92.0   ,25.0    ,11.0    ,CAK   ,ATL ,528     ,7.0   ,21.0   ,false    ,N               ,false   ,11.0        ,0.0         ,14.0    ,0.0          ,0.0              ,2008-01
324419  ,2008,1    ,2         ,3        ,1647.0 ,1555      ,1835.0 ,1741      ,EV           ,4207     ,N730EV ,108.0            ,106.0         ,74.0   ,54.0    ,52.0    ,CAK   ,ATL ,528     ,13.0  ,21.0   ,false    ,N               ,false   ,0.0         ,0.0         ,2.0     ,0.0          ,52.0             ,2008-01
324420  ,2008,1    ,3         ,4        ,1637.0 ,1630      ,1809.0 ,1829      ,EV           ,4207     ,N853AS ,92.0             ,119.0         ,74.0   ,-20.0   ,7.0     ,CAK   ,ATL ,528     ,9.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324421  ,2008,1    ,4         ,5        ,1735.0 ,1555      ,1859.0 ,1741      ,EV           ,4207     ,N744EV ,84.0             ,106.0         ,73.0   ,78.0    ,100.0   ,CAK   ,ATL ,528     ,6.0   ,5.0    ,false    ,N               ,false   ,78.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324424  ,2008,1    ,7         ,1        ,1828.0 ,1630      ,2030.0 ,1829      ,EV           ,4207     ,N833AS ,122.0            ,119.0         ,80.0   ,121.0   ,118.0   ,CAK   ,ATL ,528     ,37.0  ,5.0    ,false    ,N               ,false   ,0.0         ,0.0         ,3.0     ,0.0          ,118.0            ,2008-01
324429  ,2008,1    ,12        ,6        ,1737.0 ,1630      ,1929.0 ,1829      ,EV           ,4207     ,N877AS ,112.0            ,119.0         ,87.0   ,60.0    ,67.0    ,CAK   ,ATL ,528     ,10.0  ,15.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,60.0             ,2008-01
324431  ,2008,1    ,14        ,1        ,1647.0 ,1630      ,1833.0 ,1829      ,EV           ,4207     ,N877AS ,106.0            ,119.0         ,78.0   ,4.0     ,17.0    ,CAK   ,ATL ,528     ,7.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
1371    ,2008,1    ,3         ,4        ,1548.0 ,1540      ,1732.0 ,1720      ,WN           ,2786     ,N278WN ,104.0            ,100.0         ,88.0   ,12.0    ,8.0     ,PHX   ,DEN ,602     ,8.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25338   ,2008,1    ,10        ,4        ,1806.0 ,1755      ,2009.0 ,1945      ,WN           ,775      ,N367SW ,123.0            ,110.0         ,109.0  ,24.0    ,11.0    ,SMF   ,SEA ,605     ,4.0   ,10.0   ,false    ,N               ,false   ,11.0        ,0.0         ,13.0    ,0.0          ,0.0              ,2008-01
324434  ,2008,1    ,17        ,4        ,1819.0 ,1630      ,2022.0 ,1829      ,EV           ,4207     ,N835AS ,123.0            ,119.0         ,100.0  ,113.0   ,109.0   ,CAK   ,ATL ,528     ,14.0  ,9.0    ,false    ,N               ,false   ,0.0         ,109.0       ,4.0     ,0.0          ,0.0              ,2008-01
324435  ,2008,1    ,18        ,5        ,1717.0 ,1630      ,1908.0 ,1829      ,EV           ,4207     ,N929EV ,111.0            ,119.0         ,91.0   ,39.0    ,47.0    ,CAK   ,ATL ,528     ,11.0  ,9.0    ,false    ,N               ,false   ,39.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324436  ,2008,1    ,19        ,6        ,1833.0 ,1630      ,2024.0 ,1829      ,EV           ,4207     ,N925EV ,111.0            ,119.0         ,96.0   ,115.0   ,123.0   ,CAK   ,ATL ,528     ,6.0   ,9.0    ,false    ,N               ,false   ,0.0         ,115.0       ,0.0     ,0.0          ,0.0              ,2008-01
324443  ,2008,1    ,26        ,6        ,1729.0 ,1630      ,1931.0 ,1829      ,EV           ,4207     ,N840AS ,122.0            ,119.0         ,84.0   ,62.0    ,59.0    ,CAK   ,ATL ,528     ,15.0  ,23.0   ,false    ,N               ,false   ,59.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
324448  ,2008,1    ,31        ,4        ,1747.0 ,1630      ,2020.0 ,1829      ,EV           ,4207     ,N826AS ,153.0            ,119.0         ,111.0  ,111.0   ,77.0    ,CAK   ,ATL ,528     ,12.0  ,30.0   ,false    ,N               ,false   ,77.0        ,0.0         ,34.0    ,0.0          ,0.0              ,2008-01
324450  ,2008,1    ,12        ,6        ,1531.0 ,1520      ,1649.0 ,1707      ,EV           ,4208     ,N752EV ,78.0             ,107.0         ,66.0   ,-18.0   ,11.0    ,ATL   ,DCA ,547     ,2.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324451  ,2008,1    ,19        ,6        ,1639.0 ,1520      ,1825.0 ,1707      ,EV           ,4208     ,N744EV ,106.0            ,107.0         ,70.0   ,78.0    ,79.0    ,ATL   ,DCA ,547     ,4.0   ,32.0   ,false    ,N               ,false   ,0.0         ,78.0        ,0.0     ,0.0          ,0.0              ,2008-01
324457  ,2008,1    ,6         ,7        ,1259.0 ,1223      ,1402.0 ,1335      ,EV           ,4208     ,N825AS ,63.0             ,72.0          ,46.0   ,27.0    ,36.0    ,ATL   ,LEX ,303     ,4.0   ,13.0   ,false    ,N               ,false   ,27.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324459  ,2008,1    ,8         ,2        ,1243.0 ,1223      ,1341.0 ,1335      ,EV           ,4208     ,N829AS ,58.0             ,72.0          ,43.0   ,6.0     ,20.0    ,ATL   ,LEX ,303     ,5.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324460  ,2008,1    ,9         ,3        ,1238.0 ,1223      ,1335.0 ,1335      ,EV           ,4208     ,N824AS ,57.0             ,72.0          ,44.0   ,0.0     ,15.0    ,ATL   ,LEX ,303     ,4.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25342   ,2008,1    ,10        ,4        ,1934.0 ,1900      ,2047.0 ,2025      ,WN           ,263      ,N435WN ,73.0             ,85.0          ,61.0   ,22.0    ,34.0    ,SMF   ,SNA ,404     ,5.0   ,7.0    ,false    ,N               ,false   ,19.0        ,0.0         ,0.0     ,0.0          ,3.0              ,2008-01
324467  ,2008,1    ,17        ,4        ,1249.0 ,1223      ,1355.0 ,1335      ,EV           ,4208     ,N861AS ,66.0             ,72.0          ,49.0   ,20.0    ,26.0    ,ATL   ,LEX ,303     ,5.0   ,12.0   ,false    ,N               ,false   ,20.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324469  ,2008,1    ,20        ,7        ,1252.0 ,1223      ,1357.0 ,1335      ,EV           ,4208     ,N876AS ,65.0             ,72.0          ,48.0   ,22.0    ,29.0    ,ATL   ,LEX ,303     ,5.0   ,12.0   ,false    ,N               ,false   ,22.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324470  ,2008,1    ,21        ,1        ,1236.0 ,1223      ,1339.0 ,1335      ,EV           ,4208     ,N836AS ,63.0             ,72.0          ,43.0   ,4.0     ,13.0    ,ATL   ,LEX ,303     ,4.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324476  ,2008,1    ,28        ,1        ,1233.0 ,1223      ,1344.0 ,1335      ,EV           ,4208     ,N826AS ,71.0             ,72.0          ,47.0   ,9.0     ,10.0    ,ATL   ,LEX ,303     ,4.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324482  ,2008,1    ,19        ,6        ,1941.0 ,1755      ,2140.0 ,1957      ,EV           ,4208     ,N744EV ,119.0            ,122.0         ,94.0   ,103.0   ,106.0   ,DCA   ,ATL ,547     ,8.0   ,17.0   ,false    ,N               ,false   ,103.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324488  ,2008,1    ,6         ,7        ,1433.0 ,1400      ,1544.0 ,1527      ,EV           ,4208     ,N825AS ,71.0             ,87.0          ,53.0   ,17.0    ,33.0    ,LEX   ,ATL ,303     ,10.0  ,8.0    ,false    ,N               ,false   ,17.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324490  ,2008,1    ,8         ,2        ,1413.0 ,1400      ,1543.0 ,1527      ,EV           ,4208     ,N829AS ,90.0             ,87.0          ,67.0   ,16.0    ,13.0    ,LEX   ,ATL ,303     ,15.0  ,8.0    ,false    ,N               ,false   ,13.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
324498  ,2008,1    ,17        ,4        ,1428.0 ,1400      ,1557.0 ,1527      ,EV           ,4208     ,N861AS ,89.0             ,87.0          ,68.0   ,30.0    ,28.0    ,LEX   ,ATL ,303     ,11.0  ,10.0   ,false    ,N               ,false   ,28.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
324500  ,2008,1    ,20        ,7        ,1425.0 ,1400      ,1542.0 ,1527      ,EV           ,4208     ,N876AS ,77.0             ,87.0          ,53.0   ,15.0    ,25.0    ,LEX   ,ATL ,303     ,16.0  ,8.0    ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,15.0             ,2008-01
324507  ,2008,1    ,28        ,1        ,1415.0 ,1400      ,1532.0 ,1527      ,EV           ,4208     ,N826AS ,77.0             ,87.0          ,58.0   ,5.0     ,15.0    ,LEX   ,ATL ,303     ,11.0  ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25345   ,2008,1    ,10        ,4        ,1325.0 ,1315      ,1444.0 ,1435      ,WN           ,2709     ,N240WN ,79.0             ,80.0          ,67.0   ,9.0     ,10.0    ,SMF   ,SNA ,404     ,4.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324511  ,2008,1    ,1         ,2        ,1710.0 ,1509      ,1947.0 ,1715      ,EV           ,4209     ,N923EV ,157.0            ,126.0         ,108.0  ,152.0   ,121.0   ,GRR   ,ATL ,640     ,11.0  ,38.0   ,false    ,N               ,false   ,0.0         ,0.0         ,31.0    ,0.0          ,121.0            ,2008-01
324512  ,2008,1    ,2         ,3        ,1524.0 ,1509      ,1708.0 ,1715      ,EV           ,4209     ,N882AS ,104.0            ,126.0         ,91.0   ,-7.0    ,15.0    ,GRR   ,ATL ,640     ,5.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324513  ,2008,1    ,3         ,4        ,1511.0 ,1450      ,1708.0 ,1657      ,EV           ,4209     ,N829AS ,117.0            ,127.0         ,93.0   ,11.0    ,21.0    ,GRR   ,ATL ,640     ,11.0  ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324514  ,2008,1    ,4         ,5        ,1456.0 ,1450      ,1645.0 ,1657      ,EV           ,4209     ,N826AS ,109.0            ,127.0         ,94.0   ,-12.0   ,6.0     ,GRR   ,ATL ,640     ,7.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324515  ,2008,1    ,5         ,6        ,1505.0 ,1450      ,1702.0 ,1657      ,EV           ,4209     ,N928EV ,117.0            ,127.0         ,93.0   ,5.0     ,15.0    ,GRR   ,ATL ,640     ,12.0  ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324516  ,2008,1    ,6         ,7        ,1510.0 ,1450      ,1719.0 ,1657      ,EV           ,4209     ,N931EV ,129.0            ,127.0         ,91.0   ,22.0    ,20.0    ,GRR   ,ATL ,640     ,12.0  ,26.0   ,false    ,N               ,false   ,10.0        ,0.0         ,2.0     ,0.0          ,10.0             ,2008-01
324517  ,2008,1    ,7         ,1        ,1543.0 ,1450      ,1737.0 ,1657      ,EV           ,4209     ,N826AS ,114.0            ,127.0         ,96.0   ,40.0    ,53.0    ,GRR   ,ATL ,640     ,11.0  ,7.0    ,false    ,N               ,false   ,40.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324518  ,2008,1    ,8         ,2        ,1456.0 ,1450      ,1701.0 ,1657      ,EV           ,4209     ,N844AS ,125.0            ,127.0         ,104.0  ,4.0     ,6.0     ,GRR   ,ATL ,640     ,6.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324519  ,2008,1    ,9         ,3        ,1510.0 ,1450      ,1709.0 ,1657      ,EV           ,4209     ,N925EV ,119.0            ,127.0         ,105.0  ,12.0    ,20.0    ,GRR   ,ATL ,640     ,6.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324524  ,2008,1    ,14        ,1        ,1458.0 ,1450      ,1700.0 ,1657      ,EV           ,4209     ,N927EV ,122.0            ,127.0         ,95.0   ,3.0     ,8.0     ,GRR   ,ATL ,640     ,7.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25357   ,2008,1    ,10        ,4        ,2016.0 ,2000      ,2139.0 ,2120      ,WN           ,2093     ,N411WN ,83.0             ,80.0          ,66.0   ,19.0    ,16.0    ,SNA   ,OAK ,371     ,6.0   ,11.0   ,false    ,N               ,false   ,6.0         ,0.0         ,3.0     ,0.0          ,10.0             ,2008-01
324527  ,2008,1    ,17        ,4        ,1538.0 ,1450      ,1749.0 ,1657      ,EV           ,4209     ,N833AS ,131.0            ,127.0         ,106.0  ,52.0    ,48.0    ,GRR   ,ATL ,640     ,8.0   ,17.0   ,false    ,N               ,false   ,48.0        ,0.0         ,4.0     ,0.0          ,0.0              ,2008-01
324529  ,2008,1    ,19        ,6        ,1615.0 ,1450      ,1847.0 ,1657      ,EV           ,4209     ,N886AS ,152.0            ,127.0         ,116.0  ,110.0   ,85.0    ,GRR   ,ATL ,640     ,11.0  ,25.0   ,false    ,N               ,false   ,0.0         ,0.0         ,110.0   ,0.0          ,0.0              ,2008-01
324530  ,2008,1    ,20        ,7        ,1600.0 ,1450      ,1839.0 ,1657      ,EV           ,4209     ,N933EV ,159.0            ,127.0         ,97.0   ,102.0   ,70.0    ,GRR   ,ATL ,640     ,16.0  ,46.0   ,false    ,N               ,false   ,70.0        ,0.0         ,32.0    ,0.0          ,0.0              ,2008-01
324531  ,2008,1    ,21        ,1        ,1503.0 ,1450      ,1704.0 ,1657      ,EV           ,4209     ,N907EV ,121.0            ,127.0         ,96.0   ,7.0     ,13.0    ,GRR   ,ATL ,640     ,11.0  ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324532  ,2008,1    ,22        ,2        ,1540.0 ,1450      ,1739.0 ,1657      ,EV           ,4209     ,N979EV ,119.0            ,127.0         ,95.0   ,42.0    ,50.0    ,GRR   ,ATL ,640     ,8.0   ,16.0   ,false    ,N               ,false   ,42.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324533  ,2008,1    ,23        ,3        ,1504.0 ,1450      ,1713.0 ,1657      ,EV           ,4209     ,N872AS ,129.0            ,127.0         ,99.0   ,16.0    ,14.0    ,GRR   ,ATL ,640     ,6.0   ,24.0   ,false    ,N               ,false   ,14.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
324534  ,2008,1    ,24        ,4        ,1504.0 ,1450      ,1651.0 ,1657      ,EV           ,4209     ,N872AS ,107.0            ,127.0         ,92.0   ,-6.0    ,14.0    ,GRR   ,ATL ,640     ,7.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324536  ,2008,1    ,26        ,6        ,1503.0 ,1450      ,1720.0 ,1657      ,EV           ,4209     ,N854AS ,137.0            ,127.0         ,104.0  ,23.0    ,13.0    ,GRR   ,ATL ,640     ,11.0  ,22.0   ,false    ,N               ,false   ,7.0         ,6.0         ,10.0    ,0.0          ,0.0              ,2008-01
324537  ,2008,1    ,27        ,7        ,1512.0 ,1450      ,1658.0 ,1657      ,EV           ,4209     ,N850AS ,106.0            ,127.0         ,86.0   ,1.0     ,22.0    ,GRR   ,ATL ,640     ,7.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324538  ,2008,1    ,28        ,1        ,1540.0 ,1450      ,1735.0 ,1657      ,EV           ,4209     ,N835AS ,115.0            ,127.0         ,94.0   ,38.0    ,50.0    ,GRR   ,ATL ,640     ,12.0  ,9.0    ,false    ,N               ,false   ,0.0         ,38.0        ,0.0     ,0.0          ,0.0              ,2008-01
25365   ,2008,1    ,10        ,4        ,2106.0 ,2045      ,2314.0 ,2255      ,WN           ,263      ,N435WN ,68.0             ,70.0          ,51.0   ,19.0    ,21.0    ,SNA   ,PHX ,338     ,7.0   ,10.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,19.0             ,2008-01
324539  ,2008,1    ,29        ,2        ,1757.0 ,1450      ,2019.0 ,1657      ,EV           ,4209     ,N843AS ,142.0            ,127.0         ,115.0  ,202.0   ,187.0   ,GRR   ,ATL ,640     ,18.0  ,9.0    ,false    ,N               ,false   ,187.0       ,0.0         ,15.0    ,0.0          ,0.0              ,2008-01
324544  ,2008,1    ,6         ,7        ,1415.0 ,1400      ,1455.0 ,1448      ,EV           ,4210     ,N829AS ,40.0             ,48.0          ,23.0   ,7.0     ,15.0    ,ATL   ,CHA ,106     ,4.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
